x-axis,1,2
second,Volt,Volt
-200.0000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-199.3750E-09,-6.7932285645220E+00,-6.7330091900803E+00
-198.7500E-09,-6.7932285645220E+00,-6.7330091900803E+00
-198.1250E-09,-6.7932285645220E+00,-6.7330091900803E+00
-197.5000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-196.8750E-09,-6.7932285645220E+00,-6.7330091900803E+00
-196.2500E-09,-6.7932285645220E+00,-6.7330091900803E+00
-195.6250E-09,-6.7932285645220E+00,-6.7330091900803E+00
-195.0000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-194.3750E-09,-6.7932285645220E+00,-6.7330091900803E+00
-193.7500E-09,-6.7932285645220E+00,-6.7330091900803E+00
-193.1250E-09,-6.7932285645220E+00,-6.7330091900803E+00
-192.5000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-191.8750E-09,-6.7932285645220E+00,-6.7330091900803E+00
-191.2500E-09,-6.7932285645220E+00,-6.7330091900803E+00
-190.6250E-09,-6.7932285645220E+00,-6.7330091900803E+00
-190.0000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-189.3750E-09,-6.7510175096977E+00,-6.7330091900803E+00
-188.7500E-09,-6.6967461534951E+00,-6.7330091900803E+00
-188.1250E-09,-6.6967461534950E+00,-6.7330091900803E+00
-187.5000E-09,-6.6967461534950E+00,-6.7330091900803E+00
-186.8750E-09,-6.6967461534950E+00,-6.7330091900803E+00
-186.2500E-09,-6.6967461534950E+00,-6.7330091900803E+00
-185.6250E-09,-6.6967461534950E+00,-6.7330091900803E+00
-185.0000E-09,-6.7932285645220E+00,-6.7330091900803E+00
-184.3750E-09,-6.7932285645220E+00,-6.6526071808912E+00
-183.7500E-09,-6.7932285645220E+00,-6.6526071808912E+00
-183.1250E-09,-6.7932285645220E+00,-6.6526071808912E+00
-182.5000E-09,-6.7932285645220E+00,-6.6526071808912E+00
-181.8750E-09,-6.7932285645220E+00,-6.6526071808912E+00
-181.2500E-09,-6.7932285645220E+00,-6.6526071808912E+00
-180.6250E-09,-6.7932285645220E+00,-6.6526071808912E+00
-180.0000E-09,-6.7932285645220E+00,-6.6526071808912E+00
-179.3750E-09,-6.7932285645220E+00,-6.6526071808912E+00
-178.7500E-09,-6.7932285645220E+00,-6.6526071808912E+00
-178.1250E-09,-6.7932285645220E+00,-6.6526071808912E+00
-177.5000E-09,-6.7932285645220E+00,-6.6526071808912E+00
-176.8750E-09,-6.7932285645220E+00,-6.6526071808912E+00
